gene_id		SH200_E7_Z11_ST23	SH201_E7-Q	SH202_E7-R	SH203_E7-S	SH204_E7-T	SH205_E7-V	SH206_E7-X	SH221	SH222	SH223	SH230
tr28599		0	0	0	0	0	0	0	3	7	12	0
tr28600		0	0	0	1	0	0	0	18	36	36	15
tr286014		0	0	0	0	0	0	0	0	0	0	11
tr286024		0	0	0	0	0	0	0	7	17	25	14
tr286027		0	0	0	0	0	0	0	0	1	6	0
tr286031		13	4	5	8	11	24	3	104	229	185	103
tr286035		0	0	0	0	0	0	0	12	19	17	4
tr286037		0	0	0	1	0	0	0	11	23	33	9
tr286045		0	0	0	0	0	0	0	3	6	7	33
tr286085		0	0	0	0	0	0	0	27	24	32	8
tr286086		11	35	2	46	18	75	8	543	1873	998	457
tr286091		0	0	0	0	0	0	0	12	7	13	2
tr286095		0	0	0	0	0	0	0	2	2	9	3
tr286096		0	0	0	0	0	0	0	15	44	35	19
tr286098		0	0	0	0	0	0	0	21	4	4	0
tr286099		0	0	0	0	0	0	0	3	7	2	4
tr2861		0	2	0	0	0	3	0	1	22	13	13
tr286106		0	0	0	0	0	0	0	3	8	13	3
tr286112		0	0	0	0	0	0	0	0	3	11	2
tr286124		0	0	0	0	0	0	0	6	2	5	0
tr286127		0	0	0	0	0	0	0	3	6	12	0
tr286133		0	1	0	3	0	0	0	19	50	59	28
tr286140		0	0	0	0	0	0	0	10	12	25	5
tr286142		0	0	0	1	0	0	0	33	52	60	19
tr286144		0	0	0	0	0	0	0	1	2	5	0
tr286145		0	0	0	1	0	0	0	34	44	60	29
tr286152		131	47	39	50	93	171	29	1104	1747	1273	901
tr286157		0	0	0	0	0	0	0	11	19	26	13
tr286158		0	0	0	0	0	0	0	2	0	0	6
tr286160		0	0	0	0	0	0	0	13	15	17	1
tr286162		0	0	0	0	0	0	0	2	1	3	0
tr286169		0	0	0	0	0	0	0	16	5	22	1
tr286180		0	0	0	0	0	0	0	3	2	4	5
tr286191		0	0	0	0	0	0	0	19	17	31	6
tr286196		15	15	1	17	5	11	2	73	149	67	54
tr286201		0	0	0	0	0	0	0	0	1	1	4
tr286203		0	0	0	0	0	0	0	0	1	3	0
tr286206		0	0	0	0	0	0	0	0	7	5	1
tr286211		0	0	0	0	0	0	0	39	74	108	35
tr286215		0	0	0	0	0	0	0	3	15	17	9
tr286218		0	0	0	0	0	0	0	0	6	12	4
tr286225		69	28	10	24	45	89	36	589	1994	2585	538
tr286229		0	0	0	11	0	1	0	604	1133	1081	478
tr286248		2	0	0	2	0	8	0	104	122	226	61
tr286249		0	0	0	0	0	1	0	14	33	6	12
tr28625		0	0	0	0	0	0	0	5	13	9	1
tr286250		0	0	0	0	0	0	0	9	23	28	19
tr286276		0	0	0	0	0	0	0	8	19	17	14
tr286280		0	0	0	0	3	0	0	34	53	91	17
tr286289		27	6	26	25	59	39	15	384	505	458	143
tr286291		10	2	0	5	2	5	0	50	159	88	53
tr286295		0	0	0	0	0	0	0	6	18	18	7
tr286305		0	0	0	0	0	0	0	0	0	0	4
tr286313		0	0	0	0	0	0	0	7	6	3	1
tr286315		0	0	0	0	0	0	0	2	5	9	7
tr286320		38	16	9	27	17	57	5	751	977	602	385
tr286324		0	0	0	0	0	0	0	8	0	0	0
tr286326		21	15	0	24	13	21	3	298	564	280	189
tr286330		0	0	0	0	0	0	0	2	9	11	7
tr286332		1	2	0	1	0	1	0	22	58	21	23
tr286340		0	0	1	0	0	3	9	16	86	45	47
tr286347		44	11	1	2	2	17	2	33	53	111	28
tr286353		0	0	0	0	0	0	0	9	14	13	11
tr286360		0	0	0	3	0	1	0	116	106	116	60
tr286372		30	60	10	18	4	97	31	227	742	317	361
tr2864		13	14	12	13	44	13	8	141	303	221	94
tr286407		34	10	0	18	11	21	0	411	503	225	107
tr286421		242	103	63	102	114	265	70	2839	4163	3134	1537
tr286422		189	101	12	144	100	142	5	713	2032	738	697
tr286426		78	58	7	58	46	88	11	462	1093	789	345
tr286427		0	0	0	0	0	0	0	10	15	16	10
tr286433		25	15	13	16	25	26	6	170	394	287	166
tr286434		0	0	0	0	0	0	0	0	0	0	4
tr28644		87	35	1	38	41	65	4	428	977	817	524
tr286452		81	18	7	15	21	39	9	278	674	498	301
tr286477		0	0	0	0	0	0	0	6	20	17	4
tr28648		1	0	0	0	0	0	0	4	0	1	0
tr286483		0	0	0	1	0	0	0	24	34	35	7
tr286491		1	0	0	0	0	4	0	3	16	8	6
tr286497		0	0	0	0	0	0	0	4	28	21	2
tr286500		0	0	0	0	4	0	0	20	27	47	16
tr286501		0	0	0	0	0	0	0	7	5	13	3
tr286502		0	0	0	0	0	0	0	10	19	26	12
tr286505		0	1	0	1	0	1	1	7	31	23	7
tr286508		0	0	0	0	0	0	0	1	3	1	4
tr286518		0	0	0	1	0	0	0	10	20	31	19
tr286521		1	0	0	0	0	2	0	14	21	16	5
tr286522		57	38	0	52	21	57	6	1733	3836	1400	1314
tr286531		0	0	0	0	0	5	1	112	112	137	44
tr286535		0	0	0	0	0	0	0	8	31	29	13
tr286538		0	0	0	0	0	0	0	4	6	7	4
tr286540		0	0	0	0	0	0	0	6	12	11	3
tr286542		0	0	0	0	0	0	0	1	3	6	1
tr286546		0	0	0	0	0	0	0	0	2	0	0
tr286552		0	0	0	0	0	0	0	5	4	3	0
tr286558		508	252	431	417	900	608	208	2003	3204	4413	1860
tr286563		0	3	11	0	0	1	18	7	3	2	23
tr286577		0	0	0	0	0	0	0	5	15	4	0
tr286582		0	0	1	0	0	0	0	2	0	2	5
tr286587		9	6	1	4	13	1	3	105	135	114	48
tr286589		23	4	9	14	25	26	4	260	463	323	241
tr28659		31	13	7	10	15	41	1	431	831	472	392
tr286590		0	0	0	0	0	0	26	0	0	0	4
tr286592		2	2	0	1	2	1	0	8	42	19	16
tr286601		0	0	0	0	0	0	0	3	0	0	0
tr286602		0	0	0	0	0	0	0	1	2	1	4
tr286603		1	0	0	0	0	0	0	1	4	1	0
tr286606		0	0	0	0	0	0	0	4	7	5	3
tr286615		0	0	0	0	0	0	0	8	5	4	0
tr286622		0	1	0	0	0	4	0	64	41	68	14
tr286632		0	0	0	0	1	0	0	0	10	5	5
tr286638		0	0	0	0	0	0	0	17	25	38	19
tr286640		0	0	0	0	0	0	0	8	9	7	5
tr286648		0	0	0	0	0	0	0	309	599	775	209
tr286653		6	0	0	0	0	4	0	155	134	101	39
tr286657		0	0	0	0	0	0	0	5	12	9	0
tr286660		0	0	0	0	0	0	0	11	10	15	6
tr286664		0	2	0	3	0	0	1	23	67	56	35
tr286667		0	0	0	0	0	4	0	5	9	7	7
tr286670		28574	4171	1305	5142	2675	6282	2189	78430	132977	201207	53788
tr286685		0	0	0	0	0	0	0	21	66	52	21
tr28669		508	49	35	80	113	225	35	1681	3271	1716	852
tr286694		0	0	0	0	0	0	0	52	88	82	17
tr286696		0	0	0	0	0	0	0	11	26	20	10
tr286699		415	147	132	144	130	938	97	3021	4633	3235	1837
tr2867		0	1	0	2	2	0	0	15	33	10	12
tr286705		0	0	0	0	3	0	0	32	74	66	25
tr286708		35	35	222	51	176	14	107	28	33	4	13
tr286713		472	85	34	137	216	268	30	1556	3199	2244	1049
tr286719		5	23	77	17	124	63	156	2506	1771	1833	375
tr286726		55	24	43	30	72	106	55	672	766	758	313
tr286727		30	43	0	16	14	42	4	73	222	118	72
tr286728		52	14	1	29	35	31	6	52	166	146	33
tr286732		0	0	0	0	0	0	0	5	14	34	2
tr286733		0	1	0	5	0	0	0	12	22	17	5
tr286743		0	0	0	0	0	0	0	4	3	14	2
tr286748		1	2	9	4	4	2	0	97	151	181	61
tr286749		0	0	0	0	0	3	0	82	7	66	0
tr286758		0	0	0	0	0	0	0	129	246	228	53
tr286761		0	0	0	0	0	0	0	2	6	6	3
tr286764		0	0	0	2	0	2	0	8	16	16	2
tr286773		0	0	0	0	0	0	0	7	10	4	6
tr286777		24	4	2	16	13	21	9	251	295	267	99
tr286782		118	63	88	107	160	358	73	2449	3714	5480	1139
tr286783		3	0	0	2	0	2	0	18	41	27	26
tr286790		0	0	0	0	0	0	0	8	15	6	4
tr286791		79	35	6	30	18	70	9	482	1261	641	524
tr286795		0	0	0	0	0	0	0	1	1	0	3
tr286801		0	0	0	0	0	0	0	6	13	9	3
tr286809		54	33	18	42	47	71	9	197	576	346	392
tr28682		59	88	17	107	60	178	17	1065	2491	1244	1001
tr286825		0	0	0	1	0	0	0	18	29	39	13
tr286831		0	0	0	0	0	0	0	11	30	26	12
tr286835		0	0	0	0	0	0	0	4	4	9	4
tr286839		0	0	0	0	0	0	0	10	19	14	7
tr286848		0	1	0	0	3	0	0	1	3	0	0
tr286850		24	22	2	21	61	32	3	284	403	221	75
tr286851		0	0	0	0	0	0	0	4	13	15	1
tr286859		0	0	0	0	0	0	0	2	2	10	0
tr286860		22	7	3	10	7	13	1	91	147	71	34
tr286861		0	0	0	0	0	0	0	0	0	1	2
tr286863		0	0	0	0	0	0	0	7	1	0	0
tr286866		0	0	0	0	0	0	0	1	2	5	0
tr286867		14	1	0	0	0	3	1	1	7	5	0
tr286869		0	0	0	1	0	0	0	22	40	47	24
tr286872		0	0	0	0	0	0	0	21	51	38	29
tr286880		0	0	0	0	0	0	0	7	10	10	8
tr286882		0	0	0	0	0	0	0	13	9	25	22
tr286886		0	0	0	0	0	0	0	0	0	5	4
tr286889		13	13	0	6	5	18	8	70	61	203	32
tr286891		0	0	0	0	0	0	0	4	10	11	6
tr286893		0	0	0	0	0	0	0	1	0	1	2
tr286905		0	0	0	0	0	0	0	1	1	4	1
tr286908		0	0	0	0	0	0	0	11	11	18	5
tr286910		0	0	0	0	0	0	0	4	5	15	6
tr286931		0	0	0	0	0	0	0	0	1	3	0
tr286935		0	0	0	0	0	0	0	4	4	5	6
tr286938		0	0	0	0	0	0	0	5	3	20	5
tr28694		12	1	7	5	1	17	3	540	312	278	129
tr286944		0	0	0	0	0	0	0	0	0	0	3
tr286948		199	118	47	145	223	219	21	562	1291	1140	517
tr286949		0	0	0	0	0	0	0	28	35	42	19
tr286961		0	0	0	0	0	0	0	0	0	0	2
tr286962		0	0	0	0	0	0	0	9	9	11	4
tr286963		0	0	0	0	0	0	0	11	14	18	10
tr286967		0	0	0	0	0	0	0	34	89	74	23
tr286968		0	4	3	11	4	8	0	32	209	67	50
tr28697		29	6	6	6	5	8	4	42	156	127	27
tr286973		27	4	0	1	2	13	2	44	111	49	30
tr286976		0	0	0	0	0	0	0	27	34	34	26
tr286986		0	0	0	0	0	0	0	12	14	6	6
tr286987		35	5	15	2	0	131	4	977	398	536	145
tr286989		126	16	5	39	37	21	9	225	788	309	165
tr2870		0	0	0	0	0	0	1	0	3	2	2
tr287001		0	0	0	0	0	0	0	2	10	11	11
tr287012		319	147	12	196	161	267	11	564	1231	928	490
tr287020		0	0	0	0	0	0	0	28	35	43	15
tr287023		0	0	0	0	0	0	0	10	17	14	16
tr287027		0	0	0	0	0	0	0	3	4	10	0
tr287034		0	0	0	0	0	0	0	35	68	90	35
tr287036		0	0	0	0	0	0	0	0	0	0	4
tr287040		0	0	0	0	0	0	0	2	10	9	1
tr287044		0	0	0	0	0	0	0	0	1	3	0
tr287057		0	0	0	0	0	0	0	1	1	0	4
tr28706		0	0	0	0	0	0	0	10	17	25	13
tr287060		0	0	0	0	0	0	0	0	0	0	4
tr287061		0	0	0	0	1	1	0	5	7	2	1
tr287063		2	0	0	0	1	2	1	3	31	16	5
tr287071		0	0	0	0	0	0	0	97	170	219	48
tr287076		0	0	0	0	0	0	0	18	18	31	12
tr287081		0	0	0	0	0	0	0	3	7	11	2
tr287084		0	0	0	0	0	0	0	6	4	19	2
tr287089		0	0	1	0	0	0	2	4	1	0	4
tr287102		17	3	2	6	14	12	5	145	400	212	114
tr287105		0	0	0	0	0	0	0	1	5	7	2
tr287119		0	0	0	1	0	0	0	32	55	44	9
tr287120		0	1	0	0	0	0	0	29	45	51	30
tr287125		10	5	13	3	2	35	6	34	137	71	103
tr287126		6	0	2	0	1	1	0	50	81	50	45
tr287128		4	2	17	7	29	0	201	2	2	5	0
tr287129		0	0	0	0	0	0	0	24	39	47	14
tr287131		0	0	0	0	0	0	0	3	7	9	2
tr287137		0	0	0	0	0	0	0	1	5	1	0
tr287144		0	0	0	0	0	0	0	0	14	3	6
tr287147		0	0	0	0	0	0	0	1	4	2	7
tr287149		0	0	0	0	0	0	0	1	0	3	2
tr287152		1	0	0	0	0	0	0	9	39	27	6
tr287161		0	0	0	0	0	0	0	18	16	34	28
tr287164		0	0	0	0	0	0	0	3	0	1	0
tr287169		0	0	0	0	0	0	0	11	21	27	12
tr287179		0	0	0	0	0	0	0	4	2	8	2
tr287180		0	0	5	0	2	0	0	0	0	0	10
tr287183		0	0	0	0	0	0	0	5	11	5	6
tr287191		1	10	12	12	8	44	9	181	397	206	143
tr287195		0	0	0	3	0	0	0	15	16	22	13
tr2872		0	0	0	0	0	0	0	1	0	0	24
tr28721		0	0	0	0	0	0	0	52	77	70	24
tr287210		56	15	0	9	0	22	0	317	483	271	207
tr287215		731	90	158	225	480	516	47	3410	6295	2028	1208
tr28722		4	4	7	7	6	4	1	307	472	171	177
tr287235		0	0	0	2	0	0	0	369	635	913	282
tr287238		72	30	8	20	46	39	9	327	637	314	350
tr287240		0	0	0	0	0	0	0	3	12	16	5
tr287242		0	0	0	2	0	0	0	11	33	28	17
tr287247		0	0	0	0	0	0	0	0	0	0	20
tr287248		0	0	0	1	0	0	0	6	10	12	4
tr287252		0	0	0	0	0	0	0	5	18	21	14
tr287253		0	0	0	0	0	0	0	0	2	4	0
tr287259		0	0	0	0	0	0	0	4	24	31	10
tr28726		10	2	0	9	9	6	0	101	234	115	91
tr287260		0	0	0	1	0	2	0	14	0	0	0
tr287265		0	0	2	0	0	0	0	52	15	17	16
tr287269		113	44	75	67	114	285	25	654	1078	1186	331
tr287279		1	7	3	4	4	5	2	28	43	15	16
tr287283		35	8	5	13	7	46	0	429	853	306	457
tr287286		0	0	0	0	0	0	0	0	0	0	12
tr287289		0	0	9	5	1	6	1	5	2	2	21
tr287294		0	0	0	0	0	0	0	0	2	0	3
tr287301		0	0	0	0	0	0	0	10	15	11	2
tr287309		0	0	0	0	0	0	0	0	2	5	2
tr287311		0	0	0	0	0	0	0	0	6	0	0
tr287313		0	0	0	0	0	0	0	0	5	1	0
tr287319		0	0	0	1	0	0	0	13	24	17	6
tr28732		5	0	0	0	3	4	1	75	49	23	19
tr287327		0	0	0	0	0	0	0	3	0	1	0
tr287330		0	0	0	0	0	0	0	0	0	0	2
tr287331		0	0	0	0	0	0	0	6	9	11	6
tr287336		0	0	0	2	0	0	0	1	5	10	2
tr287337		0	0	0	0	0	0	0	0	1	3	2
tr287339		0	0	0	0	0	0	0	0	0	0	8
tr287341		64	26	2	16	9	37	6	574	1346	587	566
tr287342		24	19	0	19	46	23	4	184	447	225	148
tr287346		0	0	0	0	0	0	0	24	0	0	0
tr287350		0	0	0	0	0	0	0	0	1	6	4
tr287351		0	0	0	0	3	0	0	4	1	3	8
tr287354		3	1	0	1	0	0	0	17	34	12	10
tr287358		0	0	0	0	0	0	0	6	1	5	68
tr287360		0	0	0	0	0	0	0	9	13	22	1
tr287361		0	0	0	0	0	0	0	4	23	27	9
tr287363		0	0	0	0	0	0	0	3	0	5	0
tr287366		0	0	0	0	0	0	0	11	9	17	4
tr287369		0	0	0	0	0	0	0	21	15	30	21
tr287376		0	0	0	0	0	0	0	7	4	5	1
tr287377		6	0	0	1	3	5	1	83	114	80	52
tr287378		829	133	100	206	331	449	101	1998	3677	4145	1372
tr287383		0	0	0	0	0	0	0	3	0	5	0
tr287385		0	0	0	0	0	0	0	0	6	2	0
tr28739		3	2	0	1	0	3	0	72	212	108	80
tr287390		0	0	0	0	0	0	0	1	6	0	0
tr287394		0	0	0	0	0	0	0	1	5	4	3
tr287396		0	0	0	8	0	1	0	1336	2494	2597	890
tr287407		2	1	0	6	1	3	0	19	55	38	22
tr28741		2	5	0	1	6	0	0	23	30	20	17
tr287411		0	0	0	0	0	0	0	51	87	138	50
tr287413		0	0	0	0	0	0	0	6	7	12	5
tr287420		0	0	0	0	0	0	0	13	11	24	6
tr287424		0	0	0	3	0	0	0	697	1108	1671	454
tr287427		0	0	0	0	0	0	0	24	8	9	1
tr287430		0	0	0	0	0	0	0	3	0	0	0
tr287436		0	0	0	0	0	0	0	13	23	20	4
tr287438		0	0	0	0	0	0	0	1	4	3	3
tr287444		0	0	0	0	0	0	0	0	2	1	2
tr287445		552	172	55	71	101	250	22	689	1605	1108	570
tr287446		0	0	0	0	0	0	0	4	9	14	0
tr287458		0	0	0	0	0	0	0	0	3	8	0
tr287460		0	0	0	0	0	0	0	0	2	4	0
tr287466		0	0	0	0	0	0	0	2	6	2	5
tr287469		0	0	0	0	0	0	0	31	36	38	24
tr287473		0	0	0	0	1	0	0	7	21	46	6
tr287477		0	0	0	0	0	1	0	5	4	6	0
tr287480		0	0	0	0	0	0	0	3	9	9	3
tr287483		9	3	1	19	23	20	3	477	203	199	67
tr287496		0	0	0	0	0	0	0	0	2	4	0
tr287497		0	0	0	0	0	0	0	16	9	24	14
tr28751		2	1	0	0	0	2	0	13	31	15	9
tr287510		481	318	1583	348	1377	96	2046	1014	754	664	51
tr287517		0	0	0	0	0	0	0	2	1	1	0
tr287518		0	0	0	0	0	0	0	9	12	11	8
tr287524		0	0	0	0	0	0	0	10	15	28	7
tr287530		0	0	0	0	0	0	0	0	0	0	14
tr287533		0	0	0	1	0	0	0	24	37	56	19
tr287541		0	0	0	0	0	0	0	17	54	42	20
tr287544		0	0	0	0	0	0	0	19	43	44	18
tr287545		0	0	0	0	0	0	0	2	16	10	0
tr287547		0	0	0	0	0	0	0	0	2	5	0
tr28755		172	84	5	25	17	72	9	329	762	327	260
tr287556		4	1	1	0	0	13	0	58	129	63	67
tr287561		0	0	0	0	0	0	0	7	26	13	3
tr287566		0	0	0	3	0	0	0	9	13	33	16
tr287579		0	0	0	0	0	0	0	0	0	0	8
tr287587		0	0	0	0	0	0	0	7	7	10	2
tr287590		0	0	0	0	0	0	0	14	33	20	9
tr287594		0	0	0	0	0	0	0	12	22	50	19
tr287596		0	0	0	0	0	0	0	2	16	8	3
tr287602		0	0	0	1	0	0	0	21	24	26	17
tr287608		12	7	2	4	9	11	2	260	253	213	162
tr287613		43	8	5	5	0	1	0	32	245	60	61
tr287615		0	0	0	0	0	0	0	5	10	20	1
tr287617		0	0	0	0	2	0	0	16	24	24	15
tr287618		0	0	0	0	0	0	0	5	6	6	7
tr287620		0	0	0	1	0	0	0	11	10	7	13
tr287621		0	0	0	1	0	0	0	16	16	21	4
tr287628		0	1	0	0	0	0	0	31	52	85	17
tr287629		147	29	7	21	11	54	8	288	857	488	282
tr287632		0	0	0	0	0	0	0	14	15	21	8
tr287638		0	0	0	0	0	0	0	3	12	7	16
tr28764		0	0	0	0	0	0	0	1	0	5	3
tr287650		0	0	0	0	0	0	0	6	5	8	0
tr287655		0	0	0	0	0	0	0	6	5	3	3
tr287664		0	0	0	0	0	0	0	0	3	9	0
tr287668		0	0	0	0	0	0	0	29	50	68	10
tr287670		0	0	0	0	0	0	0	14	0	8	8
tr287675		0	0	0	0	0	0	0	23	40	50	18
tr287680		0	0	0	0	0	0	0	1	1	0	4
tr287681		0	0	0	0	0	0	0	0	4	0	0
tr287684		0	0	0	0	0	0	0	14	20	40	1
tr287690		0	0	0	0	0	0	0	5	6	0	0
tr287692		0	0	0	0	0	0	0	0	1	5	0
tr287700		0	0	0	0	0	0	0	6	11	16	5
tr287704		0	0	0	0	0	0	0	0	0	0	7
tr287707		0	0	0	0	0	0	0	10	16	25	14
tr287712		0	0	0	0	0	0	0	7	11	6	4
tr287726		6	3	0	7	12	11	0	142	230	183	97
tr287730		22	0	0	10	4	25	0	101	223	272	114
tr287731		0	0	0	0	0	0	0	53	127	128	41
tr287738		131	37	7	15	6	73	3	105	498	117	44
tr287739		12	4	10	11	33	11	6	164	256	127	130
tr28774		0	0	0	0	0	0	0	4	11	3	2
tr287748		0	0	0	0	0	0	0	12	16	24	7
tr287760		0	0	0	0	0	0	0	2	1	4	2
tr287776		0	0	0	0	0	0	0	1	1	5	0
tr287777		0	0	0	0	0	0	0	26	66	53	22
tr287783		0	0	0	1	0	0	0	9	9	22	8
tr287788		0	0	0	0	0	0	0	1	3	4	0
tr287792		1	0	0	0	0	0	0	6	27	0	6
tr287794		0	0	0	0	0	0	0	8	6	15	2
tr287808		0	0	0	0	0	0	0	3	8	11	3
tr287814		0	0	0	0	0	0	0	21	27	33	21
tr28782		218	66	19	98	66	180	27	3198	5103	3570	907
tr28783		10	3	2	15	17	17	0	59	304	99	81
tr287836		97	41	6	24	20	44	6	384	950	750	305
tr287845		0	0	0	0	0	0	0	6	16	21	5
tr287850		0	0	0	0	0	0	0	2	15	9	0
tr287853		0	0	0	0	0	0	0	0	0	6	7
tr287858		0	0	0	0	0	0	0	14	22	27	6
tr28786		3	1	0	2	0	1	0	7	26	16	19
tr287862		0	0	0	0	0	0	0	0	5	3	0
tr287868		24	14	35	28	87	208	24	1628	859	987	259
tr287871		38	11	69	18	11	210	37	275	275	816	114
tr287874		6	12	1	15	6	20	1	217	580	430	231
tr287875		30	4	4	10	24	45	3	81	156	77	45
tr287880		0	0	0	0	0	0	0	4	2	5	4
tr287882		0	0	0	0	0	0	0	4	8	14	7
tr287883		0	0	0	0	0	0	0	0	0	0	2
tr287884		0	0	0	0	0	0	0	2	3	9	0
tr287894		0	0	0	0	0	0	0	22	89	52	37
tr287896		0	0	0	0	0	0	0	12	13	23	5
tr287903		0	0	0	0	0	0	0	1	4	5	4
tr287904		0	0	0	0	0	0	0	19	27	44	15
tr287908		0	0	0	0	0	0	0	8	4	11	2
tr287911		0	0	0	0	0	0	0	4	2	6	2
tr287912		0	0	0	0	0	0	0	2	0	3	3
tr287914		0	0	0	1	0	0	0	14	10	19	0
tr287934		0	0	0	0	0	0	0	31	56	81	24
tr287947		0	0	0	0	0	0	0	1	0	6	3
tr287951		685	143	85	160	131	421	62	1261	3599	3486	1261
tr287952		1	0	0	0	0	1	0	1	4	5	9
tr287964		0	0	0	0	0	0	0	4	2	10	1
tr287965		0	0	0	1	0	0	0	74	158	204	87
tr287966		0	3	0	5	2	1	0	671	1053	1562	452
tr287968		331	103	48	70	142	195	33	514	1145	666	501
tr287971		0	0	0	0	0	0	0	7	9	7	5
tr287974		0	0	0	0	0	0	0	6	7	13	10
tr287975		0	0	0	2	0	0	0	14	27	18	17
tr287976		0	0	0	0	0	0	0	24	27	44	24
tr287981		0	0	0	0	0	0	0	69	122	178	15
tr287985		0	0	0	0	0	0	0	93	115	161	78
tr287992		0	0	0	0	0	0	0	9	8	8	11
tr287996		0	0	0	0	0	0	0	6	3	0	2
tr288009		0	0	0	0	0	0	0	5	6	13	7
tr288013		0	0	0	0	0	0	0	15	74	54	22
tr288020		2	1	0	1	2	0	0	250	255	188	37
tr288021		0	0	0	0	0	0	0	4	11	4	0
tr288024		0	0	0	0	0	0	0	1	1	6	0
tr288031		0	0	0	0	0	0	0	44	44	88	32
tr288036		0	0	0	1	0	0	0	30	29	68	18
tr288046		0	0	0	0	4	0	0	65	111	144	46
tr288048		0	0	0	0	0	0	0	0	9	12	1
tr288056		0	0	0	0	0	0	0	38	51	79	31
tr288061		0	0	0	1	0	0	0	0	6	0	0
tr288062		0	0	0	0	0	0	0	8	10	16	2
tr288068		57	40	2	28	4	50	5	345	499	453	219
tr288069		26	2	3	5	3	4	1	34	42	31	6
tr288074		0	0	0	0	0	0	0	3	1	3	3
tr288082		0	0	0	0	0	0	0	5	2	3	0
tr288087		65	13	55	32	73	101	15	566	863	1077	358
tr288090		59	15	5	23	19	59	6	591	835	560	371
tr288101		0	0	0	0	0	0	0	1	2	6	0
tr288118		0	0	0	0	0	0	0	1	1	3	1
tr288124		0	0	0	0	0	0	0	6	1	6	0
tr288132		0	0	14	0	3	2	1	7	2	0	8
tr288137		0	0	0	0	0	0	0	1	0	0	3
tr288140		0	0	0	0	0	0	0	7	11	14	14
tr288142		0	0	0	0	0	0	0	15	19	20	7
tr288151		19	16	0	13	5	33	8	203	444	313	164
tr288156		0	0	0	0	0	0	0	0	2	3	0
tr288164		0	0	0	0	0	0	0	64	87	119	38
tr288165		0	0	0	0	0	0	0	0	1	2	3
tr288173		0	0	0	0	0	0	0	3	9	7	0
tr288175		0	0	0	0	0	0	0	27	44	62	21
tr28818		14	0	5	1	2	7	3	25	100	61	24
tr288180		0	0	0	0	0	0	0	5	9	18	6
tr288181		0	0	0	1	0	0	0	124	196	278	78
tr288183		0	0	0	1	0	0	0	34	41	78	12
tr288191		0	0	0	1	0	0	0	104	123	185	50
tr288193		0	0	0	0	0	0	0	17	12	5	1
tr288195		0	0	0	0	0	0	0	19	14	28	4
tr28820		47	21	5	4	0	12	0	39	199	112	55
tr288202		0	0	0	0	0	0	0	16	27	30	10
tr288204		0	0	0	0	0	0	0	17	15	21	8
tr288208		0	0	0	0	0	0	0	27	33	58	49
tr288210		4	14	7	15	4	2	3	1660	2972	3088	1152
tr288211		0	0	0	0	0	0	0	2	4	7	7
tr288212		0	0	0	0	0	0	0	2	2	11	1
tr288219		0	0	0	0	0	0	0	0	0	0	2
tr288221		0	0	0	1	0	0	0	29	81	87	33
tr288224		0	0	0	0	0	0	0	35	57	55	20
tr288226		0	0	0	0	0	0	0	23	37	31	5
tr288230		0	0	0	0	0	0	0	8	7	13	5
tr288232		0	0	0	2	0	0	0	40	41	56	20
tr288235		0	0	0	0	0	0	0	10	10	14	17
tr288237		0	0	0	0	0	0	0	26	72	56	21
tr288244		0	0	0	0	0	0	0	60	95	124	61
tr288245		0	0	0	1	0	0	0	0	4	0	0
tr288250		0	0	0	0	0	0	0	9	19	17	4
tr288253		0	0	0	0	0	0	0	0	6	1	0
tr288259		36	21	20	17	18	67	13	189	307	251	94
tr288262		0	0	0	0	0	0	0	4	9	13	0
tr288269		0	0	0	0	0	0	0	28	50	72	16
tr288277		0	0	0	0	1	0	0	9	3	12	2
tr288295		0	0	0	0	0	0	0	3	4	10	8
tr288299		0	0	0	0	0	0	0	6	17	11	4
tr28830		5	8	0	7	0	2	1	10	54	6	7
tr288309		0	0	0	0	0	0	0	2	14	7	1
tr288310		0	0	0	0	0	0	0	1	2	4	1
tr288311		0	0	0	0	0	0	0	21	37	37	13
tr288318		0	0	0	0	0	0	0	16	26	23	8
tr28832		82	36	0	22	17	29	2	128	170	194	88
tr288320		3	0	1	2	4	4	1	29	97	64	25
tr288321		0	0	0	0	0	0	0	0	0	0	4
tr288325		0	0	0	0	0	0	0	10	23	18	16
tr288337		0	0	0	1	0	0	0	57	83	121	36
tr288339		0	0	0	2	0	1	0	8	13	8	12
tr288345		0	0	0	0	0	0	0	8	16	27	8
tr28835		0	0	0	0	0	0	0	1	6	4	0
tr288352		0	0	0	0	0	0	0	30	40	74	21
tr288355		0	0	0	0	0	0	0	24	40	72	19
tr288357		0	0	0	0	0	0	0	12	20	20	0
tr288358		0	0	0	0	0	0	0	14	11	19	3
tr288360		0	0	0	0	0	0	0	6	0	11	1
tr288361		0	0	0	0	0	0	0	5	4	0	5
tr288365		0	0	0	0	0	0	0	7	11	14	1
tr288367		0	0	0	0	0	0	0	5	2	7	4
tr288368		0	0	0	1	0	0	0	162	286	364	98
tr288379		0	0	0	0	0	0	0	0	1	3	3
tr288389		0	0	0	0	0	0	0	17	24	27	18
tr2884		41	6	20	13	21	154	4	996	1376	854	554
tr288408		24	21	0	11	0	19	5	145	600	339	135
tr28841		6	4	2	12	5	25	16	67	157	367	77
tr288412		0	0	0	0	0	0	0	5	4	8	0
tr288416		0	0	0	0	0	0	0	32	45	53	16
