"","x"
"4831",47
"4832",41
"4833",2
"4834",41
"4835",21
"4836",24
"4837",39
"4838",15
"4839",49
"4840",23
"4841",49
"4842",17
"4843",41
"4844",38
"4845",38
"4846",33
"4847",8
"4848",12
"4849",12
"4850",46
"4851",48
"4852",9
"4853",20
"4854",31
"4855",4
"4856",31
"4857",45
"4858",40
"4859",40
"4860",31
"4861",41
"4862",49
"4863",39
"4864",20
"4865",32
"4866",20
"4867",9
"4868",16
"4869",1
"4870",1
"4871",31
"4872",48
"4873",33
"4874",39
"4875",27
"4876",26
"4877",16
"4878",32
"4879",18
"4880",39
"4881",19
"4882",12
"4883",49
"4884",20
"4885",3
"4886",24
"4887",4
"4888",18
"4889",29
"4890",29
"4891",29
"4892",29
"4893",29
"4894",19
"4895",43
"4896",44
"4897",43
"4898",37
"4899",37
"4900",15
"4901",44
"4902",45
"4903",37
"4904",42
"4905",43
"4906",18
"4907",39
"4908",41
"4909",18
"4910",12
"4911",41
"4912",9
"4913",37
"4914",41
"4915",41
"4916",39
"4917",31
"4918",4
"4919",4
"4920",39
"4921",44
"4922",36
"4923",21
"4924",39
"4925",42
"4926",22
"4927",21
"4928",17
"4929",49
"4930",49
"4931",40
"4932",1
"4933",21
"4934",39
"4935",31
"4936",41
"4937",21
"4938",31
"4939",21
"4940",21
"4941",8
"4942",39
"4943",46
"4944",47
"4945",21
"4946",47
"4947",24
"4948",36
"4949",34
"4950",1
"4951",44
"4952",21
"4953",14
"4954",41
"4955",19
"4956",48
"4957",19
"4958",19
"4959",4
"4960",6
"4961",23
"4962",42
"4963",25
"4964",40
"4965",49
"4966",49
"4967",12
"4968",48
"4969",49
"4970",39
"4971",47
"4972",16
"4973",48
"4974",48
"4975",42
"4976",21
"4977",21
"4978",21
"4979",16
"4980",24
"4981",42
"4982",16
"4983",21
"4984",10
"4985",21
"4986",36
"4987",21
"4988",21
"4989",21
"4990",17
"4991",39
"4992",39
"4993",2
"4994",48
"4995",9
"4996",37
"4997",40
"4998",31
"4999",40
"5000",23
"5001",37
"5002",16
"5003",31
"5004",3
"5005",15
"5006",3
"5007",15
"5008",43
"5009",19
"5010",39
"5011",45
"5012",19
"5013",41
"5014",39
"5015",24
"5016",24
"5017",14
"5018",21
"5019",36
"5020",24
"5021",24
"5022",1
"5023",24
"5024",40
"5025",21
"5026",9
"5027",40
"5028",41
"5029",6
"5030",9
"5031",15
"5032",15
"5033",37
"5034",38
"5035",12
"5036",4
"5037",46
"5038",43
"5039",34
"5040",45
"5041",43
"5042",42
"5043",41
"5044",41
"5045",7
"5046",21
"5047",23
"5048",42
"5049",14
"5050",1
"5051",16
"5052",20
"5053",35
"5054",9
"5055",47
"5056",4
"5057",10
"5058",6
"5059",38
"5060",41
"5061",48
"5062",25
"5063",4
"5064",44
"5065",32
"5066",42
"5067",2
"5068",27
"5069",50
"5070",45
"5071",17
"5072",50
"5073",18
"5074",45
"5075",17
"5076",18
"5077",50
"5078",50
"5079",50
"5080",50
"5081",18
"5082",3
"5083",3
"5084",39
"5085",40
"5086",44
"5087",40
"5088",6
"5089",46
"5090",24
"5091",45
"5092",29
"5093",50
"5094",37
"5095",31
"5096",40
"5097",7
"5098",41
"5099",23
"5100",21
"5101",10
"5102",41
"5103",12
"5104",4
"5105",15
"5106",39
"5107",41
"5108",7
"5109",1
"5110",41
"5111",10
"5112",39
"5113",21
"5114",36
"5115",24
"5116",48
"5117",29
"5118",24
"5119",24
"5120",24
"5121",24
"5122",36
"5123",41
"5124",20
"5125",32
"5126",15
"5127",24
"5128",25
"5129",50
"5130",46
"5131",39
"5132",29
"5133",29
"5134",29
"5135",29
"5136",49
"5137",32
"5138",32
"5139",33
"5140",33
"5141",43
"5142",43
"5143",43
"5144",43
"5145",21
"5146",15
"5147",29
"5148",29
"5149",29
"5150",15
"5151",15
"5152",15
"5153",15
"5154",9
"5155",46
"5156",46
"5157",12
"5158",45
"5159",15
"5160",12
"5161",29
"5162",28
"5163",6
"5164",37
"5165",8
"5166",18
"5167",32
"5168",48
"5169",12
"5170",9
"5171",18
"5172",41
"5173",41
"5174",9
"5175",24
"5176",18
"5177",4
"5178",31
"5179",49
"5180",50
"5181",41
"5182",9
"5183",47
"5184",27
"5185",39
"5186",8
"5187",39
"5188",44
"5189",40
"5190",41
"5191",39
"5192",10
"5193",18
"5194",24
"5195",41
"5196",39
"5197",26
"5198",39
"5199",43
"5200",43
"5201",21
"5202",22
"5203",46
"5204",24
"5205",21
"5206",42
"5207",42
"5208",23
"5209",42
"5210",15
"5211",7
"5212",44
"5213",24
"5214",29
"5215",37
"5216",46
"5217",21
"5218",23
"5219",1
"5220",43
"5221",8
"5222",15
"5223",38
"5224",7
"5225",45
"5226",12
"5227",24
"5228",14
"5229",46
"5230",24
"5231",16
"5232",47
"5233",45
"5234",12
"5235",24
"5236",39
"5237",46
"5238",31
"5239",46
"5240",21
"5241",31
"5242",40
"5243",12
"5244",42
"5245",42
"5246",32
"5247",19
"5248",44
"5249",50
"5250",25
"5251",15
"5252",8
"5253",7
"5254",46
"5255",41
"5256",41
"5257",41
"5258",21
"5259",16
"5260",50
"5261",49
"5262",32
"5263",28
"5264",47
"5265",47
"5266",39
"5267",23
"5268",23
"5269",12
"5270",39
"5271",29
"5272",48
"5273",39
"5274",36
"5275",41
"5276",49
"5277",41
"5278",34
"5279",22
"5280",45
"5281",17
"5282",25
"5283",47
"5284",31
"5285",31
"5286",44
"5287",24
"5288",16
"5289",17
"5290",6
"5291",45
"5292",46
"5293",34
"5294",2
"5295",2
"5296",50
"5297",50
"5298",31
"5299",36
"5300",21
"5301",10
"5302",10
"5303",19
"5304",28
"5305",32
"5306",49
"5307",19
"5308",34
"5309",22
"5310",21
"5311",1
"5312",7
"5313",21
"5314",41
"5315",21
"5316",41
"5317",21
"5318",46
"5319",22
"5320",39
"5321",32
"5322",49
"5323",37
"5324",47
"5325",15
"5326",12
"5327",28
"5328",18
"5329",48
"5330",22
"5331",28
"5332",28
"5333",28
"5334",28
"5335",12
"5336",39
"5337",12
"5338",43
"5339",4
"5340",4
"5341",21
"5342",18
"5343",31
"5344",4
"5345",4
"5346",4
"5347",4
"5348",4
"5349",39
"5350",20
"5351",7
"5352",15
"5353",15
"5354",29
"5355",29
"5356",29
"5357",29
"5358",29
"5359",40
"5360",12
"5361",39
"5362",39
"5363",48
"5364",32
"5365",48
"5366",28
"5367",12
"5368",15
"5369",12
"5370",19
"5371",32
"5372",49
"5373",32
"5374",32
"5375",29
"5376",29
"5377",29
"5378",29
"5379",29
"5380",29
"5381",39
"5382",42
"5383",12
"5384",48
"5385",12
"5386",12
"5387",44
"5388",44
"5389",29
"5390",29
"5391",49
"5392",47
"5393",47
"5394",29
"5395",29
"5396",29
"5397",29
"5398",29
"5399",29
"5400",29
"5401",15
"5402",31
"5403",39
"5404",41
"5405",41
"5406",44
"5407",45
"5408",45
"5409",5
"5410",19
"5411",32
"5412",10
"5413",39
"5414",44
"5415",15
"5416",4
"5417",21
"5418",40
"5419",7
"5420",47
"5421",32
"5422",16
"5423",39
"5424",37
"5425",23
"5426",18
"5427",29
"5428",29
"5429",29
"5430",29
"5431",29
"5432",4
"5433",4
"5434",16
"5435",29
"5436",16
"5437",16
"5438",32
"5439",34
"5440",24
"5441",41
"5442",6
"5443",16
"5444",40
"5445",49
"5446",19
"5447",32
"5448",32
"5449",21
"5450",49
"5451",41
"5452",31
"5453",21
"5454",44
"5455",10
"5456",39
"5457",39
"5458",39
"5459",12
"5460",39
"5461",39
"5462",6
"5463",25
"5464",46
"5465",39
"5466",43
"5467",10
"5468",31
"5469",7
"5470",1
"5471",44
"5472",16
"5473",15
"5474",15
"5475",7
"5476",15
"5477",48
"5478",23
"5479",10
"5480",39
"5481",1
"5482",21
"5483",9
"5484",9
"5485",37
"5486",37
"5487",37
"5488",37
"5489",39
"5490",49
"5491",32
"5492",48
"5493",12
"5494",46
"5495",49
"5496",32
"5497",48
"5498",12
"5499",38
"5500",34
"5501",34
"5502",40
"5503",34
"5504",12
"5505",6
"5506",39
"5507",35
"5508",19
"5509",24
"5510",36
"5511",6
"5512",8
"5513",15
"5514",48
"5515",6
"5516",46
"5517",6
"5518",48
"5519",48
"5520",6
"5521",29
"5522",29
"5523",29
"5524",29
"5525",45
"5526",4
"5527",39
"5528",47
"5529",47
"5530",47
"5531",4
"5532",10
"5533",10
"5534",10
"5535",37
"5536",41
"5537",9
"5538",39
"5539",41
"5540",39
"5541",16
"5542",1
"5543",16
"5544",23
"5545",12
"5546",32
"5547",16
"5548",41
"5549",39
